Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
520.0,Kevin Séraphin,21.0,WAS,PF,58.0,1.0,10.9,1.1,2.5,0.449,0.0,0.0,,1.1,2.5,0.449,0.449,0.4,0.5,0.71,1.4,1.2,2.6,0.2,0.3,0.5,0.7,2.2,2.7,,2010-11,2011
521.0,Tony Battie,34.0,PHI,C,38.0,0.0,9.9,1.2,2.5,0.469,0.1,0.1,0.667,1.1,2.4,0.462,0.479,0.2,0.4,0.571,0.4,2.2,2.6,0.3,0.1,0.4,0.3,1.6,2.6,,2010-11,2011
522.0,Brian Cardinal,33.0,DAL,SF,56.0,4.0,11.0,0.8,1.8,0.43,0.8,1.6,0.483,0.0,0.2,0.077,0.64,0.3,0.3,0.944,0.2,0.9,1.1,0.7,0.4,0.1,0.3,1.5,2.6,,2010-11,2011
523.0,Jeremy Lin,22.0,GSW,PG,29.0,0.0,9.8,1.0,2.5,0.389,0.0,0.2,0.2,0.9,2.3,0.403,0.396,0.7,0.9,0.76,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,,2010-11,2011
524.0,Sasha Pavlović,27.0,3TM,SG,31.0,7.0,11.7,0.9,2.3,0.403,0.4,1.0,0.387,0.5,1.3,0.415,0.486,0.2,0.3,0.6,0.0,1.0,1.0,0.5,0.3,0.2,0.4,1.1,2.5,,2010-11,2011
525.0,Sasha Pavlović,27.0,DAL,SF,10.0,6.0,16.3,1.5,3.5,0.429,0.7,1.6,0.438,0.8,1.9,0.421,0.529,0.4,0.5,0.8,0.0,1.2,1.2,0.7,0.5,0.3,0.5,1.5,4.1,,2010-11,2011
526.0,Sasha Pavlović,27.0,NOH,SG,4.0,1.0,12.5,0.5,2.8,0.182,0.0,1.3,0.0,0.5,1.5,0.333,0.182,0.0,0.0,,0.0,1.5,1.5,1.5,0.0,1.0,0.3,1.0,1.0,,2010-11,2011
527.0,Sasha Pavlović,27.0,BOS,SG,17.0,0.0,8.8,0.7,1.5,0.462,0.3,0.6,0.5,0.4,0.9,0.438,0.558,0.1,0.3,0.4,0.1,0.8,0.8,0.2,0.3,0.0,0.4,0.9,1.8,,2010-11,2011
528.0,Jeff Adrien,24.0,GSW,PF,23.0,0.0,8.5,1.0,2.3,0.426,0.0,0.0,,1.0,2.3,0.426,0.426,0.5,0.8,0.579,1.0,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5,,2010-11,2011
529.0,Erick Dampier,35.0,MIA,C,51.0,22.0,16.0,1.0,1.7,0.584,0.0,0.0,0.0,1.0,1.7,0.591,0.584,0.5,0.9,0.545,1.0,2.4,3.5,0.4,0.3,0.9,0.6,1.6,2.5,,2010-11,2011
530.0,Chris Duhon,28.0,ORL,PG,51.0,5.0,15.2,1.0,2.5,0.38,0.3,1.0,0.25,0.7,1.5,0.468,0.43,0.3,0.5,0.56,0.2,0.8,1.0,2.3,0.3,0.0,1.2,0.6,2.5,,2010-11,2011
531.0,Etan Thomas,32.0,ATL,C,13.0,0.0,6.3,0.8,1.6,0.476,0.0,0.0,,0.8,1.6,0.476,0.476,0.9,1.2,0.8,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.8,2.5,,2010-11,2011
532.0,Garrett Temple,24.0,3TM,PG,24.0,0.0,9.6,0.8,2.8,0.294,0.4,1.5,0.27,0.4,1.3,0.323,0.368,0.3,0.7,0.412,0.0,0.9,1.0,1.3,0.5,0.3,1.0,1.0,2.4,,2010-11,2011
533.0,Garrett Temple,24.0,SAS,SG,3.0,0.0,7.0,0.3,1.7,0.2,0.0,0.3,0.0,0.3,1.3,0.25,0.2,0.0,0.7,0.0,0.3,0.3,0.7,0.7,0.3,0.3,0.3,0.7,0.7,,2010-11,2011
534.0,Garrett Temple,24.0,MIL,SG,9.0,0.0,9.2,0.8,2.3,0.333,0.3,1.1,0.3,0.4,1.2,0.364,0.405,0.0,0.4,0.0,0.0,0.7,0.7,0.7,0.1,0.1,0.2,0.9,1.9,,2010-11,2011
535.0,Garrett Temple,24.0,CHA,PG,12.0,0.0,10.5,1.0,3.5,0.286,0.6,2.2,0.269,0.4,1.3,0.313,0.369,0.6,0.9,0.636,0.0,1.3,1.3,2.0,0.8,0.3,1.7,1.2,3.2,,2010-11,2011
536.0,Chris Johnson,25.0,2TM,C,14.0,1.0,9.9,0.6,1.5,0.429,0.0,0.0,,0.6,1.5,0.429,0.429,1.1,1.4,0.75,0.9,1.4,2.3,0.2,0.2,0.6,0.7,1.5,2.4,,2010-11,2011
537.0,Chris Johnson,25.0,POR,C,10.0,1.0,10.6,0.7,1.8,0.389,0.0,0.0,,0.7,1.8,0.389,0.389,1.3,1.8,0.722,1.1,1.6,2.7,0.2,0.3,0.6,0.8,1.8,2.7,,2010-11,2011
538.0,Chris Johnson,25.0,BOS,C,4.0,0.0,8.0,0.5,0.8,0.667,0.0,0.0,,0.5,0.8,0.667,0.667,0.5,0.5,1.0,0.3,1.0,1.3,0.3,0.0,0.8,0.5,0.8,1.5,,2010-11,2011
539.0,Hamed Haddadi,25.0,MEM,C,31.0,0.0,5.4,1.0,1.9,0.517,0.0,0.0,0.0,1.0,1.8,0.526,0.517,0.5,0.7,0.652,0.8,1.4,2.2,0.2,0.1,0.4,0.4,0.9,2.4,,2010-11,2011
540.0,Juwan Howard,37.0,MIA,PF,57.0,0.0,10.4,1.0,2.2,0.44,0.0,0.0,,1.0,2.2,0.44,0.44,0.5,0.6,0.829,0.6,1.5,2.1,0.4,0.2,0.1,0.4,1.1,2.4,,2010-11,2011
541.0,Ish Smith,22.0,2TM,PG,43.0,3.0,10.3,1.0,2.7,0.374,0.1,0.2,0.3,0.9,2.4,0.381,0.387,0.3,0.5,0.571,0.2,0.9,1.1,1.8,0.4,0.0,0.8,0.9,2.3,,2010-11,2011
542.0,Ish Smith,22.0,HOU,PG,28.0,3.0,11.8,1.1,3.0,0.386,0.1,0.3,0.375,1.0,2.7,0.387,0.404,0.3,0.4,0.7,0.2,1.3,1.5,2.3,0.5,0.1,0.9,0.9,2.6,,2010-11,2011
543.0,Ish Smith,22.0,MEM,PG,15.0,0.0,7.5,0.7,2.1,0.344,0.0,0.1,0.0,0.7,2.0,0.367,0.344,0.3,0.7,0.455,0.1,0.3,0.3,1.0,0.3,0.0,0.5,0.7,1.8,,2010-11,2011
544.0,Melvin Ely,32.0,DEN,C,30.0,2.0,12.2,0.9,1.7,0.549,0.0,0.0,,0.9,1.7,0.549,0.549,0.4,0.7,0.619,0.9,1.6,2.5,0.5,0.1,0.4,0.5,1.7,2.3,,2010-11,2011
545.0,Dominique Jones,22.0,DAL,SG,18.0,0.0,7.5,0.8,2.5,0.311,0.0,0.2,0.0,0.8,2.3,0.341,0.311,0.8,0.9,0.824,0.3,1.1,1.4,1.1,0.3,0.2,0.6,0.4,2.3,,2010-11,2011
546.0,Mustafa Shakur,26.0,WAS,PG,22.0,0.0,7.2,1.0,2.7,0.356,0.0,0.5,0.1,0.9,2.2,0.408,0.364,0.4,0.7,0.533,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.7,2.3,,2010-11,2011
547.0,Pape Sy,22.0,ATL,SF,3.0,0.0,7.0,0.7,2.0,0.333,0.0,0.3,0.0,0.7,1.7,0.4,0.333,1.0,1.0,1.0,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3,,2010-11,2011
548.0,Jon Brockman,23.0,MIL,C,63.0,6.0,10.7,0.8,1.5,0.511,0.0,0.0,,0.8,1.5,0.511,0.511,0.6,0.9,0.678,1.2,1.7,2.9,0.3,0.2,0.0,0.4,1.9,2.2,,2010-11,2011
549.0,Francisco Elson,34.0,UTA,C,62.0,1.0,9.8,0.9,1.8,0.478,0.0,0.0,,0.9,1.8,0.478,0.478,0.4,0.5,0.839,0.6,1.3,1.9,0.5,0.3,0.2,0.5,1.4,2.2,,2010-11,2011
550.0,Eduardo Nájera,34.0,CHA,PF,31.0,0.0,12.0,0.8,2.3,0.361,0.4,1.1,0.324,0.5,1.2,0.395,0.438,0.2,0.4,0.545,0.5,1.0,1.4,0.6,0.4,0.2,0.4,1.7,2.2,,2010-11,2011
551.0,Garret Siler,24.0,PHO,C,21.0,0.0,4.8,0.8,1.5,0.548,0.0,0.0,,0.8,1.5,0.548,0.548,0.5,1.0,0.5,0.8,0.6,1.3,0.1,0.0,0.2,0.5,1.0,2.1,,2010-11,2011
552.0,Renaldo Balkman,26.0,2TM,SF,8.0,0.0,7.8,0.8,1.6,0.462,0.1,0.3,0.5,0.6,1.4,0.455,0.5,0.4,0.5,0.75,0.3,0.6,0.9,0.3,0.5,0.3,0.1,1.9,2.0,,2010-11,2011
553.0,Renaldo Balkman,26.0,DEN,SF,5.0,0.0,8.8,1.0,1.8,0.556,0.0,0.0,,1.0,1.8,0.556,0.556,0.6,0.8,0.75,0.2,0.6,0.8,0.4,0.6,0.4,0.0,2.2,2.6,,2010-11,2011
554.0,Renaldo Balkman,26.0,NYK,SF,3.0,0.0,6.0,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.0,0.0,,0.3,0.7,1.0,0.0,0.3,0.0,0.3,1.3,1.0,,2010-11,2011
555.0,Jason Williams,35.0,2TM,PG,27.0,0.0,10.9,0.8,2.5,0.328,0.4,1.4,0.263,0.4,1.1,0.414,0.403,0.0,0.0,,0.1,1.0,1.1,1.9,0.4,0.0,0.7,0.3,2.0,,2010-11,2011
556.0,Jason Williams,35.0,ORL,PG,16.0,0.0,10.7,0.8,2.4,0.342,0.4,1.4,0.304,0.4,0.9,0.4,0.434,0.0,0.0,,0.2,1.2,1.4,1.5,0.5,0.0,0.7,0.4,2.1,,2010-11,2011
557.0,Jason Williams,35.0,MEM,PG,11.0,0.0,11.3,0.8,2.6,0.31,0.3,1.4,0.2,0.5,1.3,0.429,0.362,0.0,0.0,,0.0,0.7,0.7,2.5,0.3,0.1,0.6,0.2,1.9,,2010-11,2011
558.0,Joel Anthony,28.0,MIA,C,75.0,11.0,19.5,0.7,1.3,0.535,0.0,0.0,,0.7,1.3,0.535,0.535,0.6,1.0,0.644,1.4,2.2,3.5,0.3,0.1,1.2,0.5,2.6,2.0,,2010-11,2011
559.0,Marcus Banks,29.0,TOR,PG,3.0,0.0,7.3,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,2.0,2.7,0.75,0.0,0.3,0.3,1.0,0.3,0.0,0.7,1.3,2.0,,2010-11,2011
560.0,Derrick Caracter,22.0,LAL,C,41.0,0.0,5.2,0.8,1.6,0.485,0.0,0.0,,0.8,1.6,0.485,0.485,0.4,0.6,0.739,0.5,0.6,1.0,0.2,0.1,0.2,0.5,1.1,2.0,,2010-11,2011
561.0,Jason Collins,32.0,ATL,C,49.0,28.0,12.1,0.7,1.4,0.479,0.0,0.0,1.0,0.7,1.4,0.471,0.486,0.6,0.8,0.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2.0,,2010-11,2011
562.0,Kyrylo Fesenko,24.0,UTA,C,53.0,1.0,8.6,0.8,1.9,0.44,0.0,0.0,0.0,0.8,1.9,0.444,0.44,0.3,0.9,0.391,0.6,1.4,2.0,0.3,0.1,0.3,0.5,1.7,2.0,,2010-11,2011
563.0,Mike Harris,27.0,HOU,PF,4.0,0.0,4.0,0.8,1.5,0.5,0.0,0.0,,0.8,1.5,0.5,0.5,0.5,1.0,0.5,0.5,0.8,1.3,0.3,0.0,0.3,0.3,0.5,2.0,,2010-11,2011
564.0,Chris Quinn,27.0,SAS,PG,41.0,0.0,7.1,0.8,2.2,0.363,0.3,0.9,0.297,0.5,1.3,0.407,0.423,0.1,0.2,0.5,0.1,0.5,0.6,1.0,0.1,0.0,0.3,0.7,2.0,,2010-11,2011
565.0,Jamaal Magloire,32.0,MIA,C,18.0,0.0,8.8,0.7,1.2,0.591,0.0,0.0,,0.7,1.2,0.591,0.591,0.5,1.0,0.5,0.9,2.4,3.4,0.2,0.2,0.1,0.3,1.4,1.9,,2010-11,2011
566.0,Byron Mullens,21.0,OKC,PF,13.0,0.0,6.5,0.7,2.2,0.321,0.0,0.0,,0.7,2.2,0.321,0.321,0.5,1.1,0.5,0.5,1.4,1.8,0.0,0.2,0.2,0.6,0.8,1.9,,2010-11,2011
567.0,Willie Warren,21.0,LAC,PG,19.0,0.0,7.1,0.7,1.8,0.371,0.3,0.8,0.333,0.4,1.1,0.4,0.443,0.3,0.4,0.75,0.1,0.6,0.6,1.4,0.3,0.0,0.4,0.8,1.9,,2010-11,2011
568.0,Jared Jeffries,29.0,2TM,PF,42.0,9.0,14.3,0.7,2.0,0.349,0.0,0.2,0.222,0.7,1.8,0.364,0.36,0.3,0.7,0.414,1.5,1.3,2.8,0.9,0.7,0.4,0.5,1.8,1.8,,2010-11,2011
569.0,Jared Jeffries,29.0,HOU,PF,18.0,0.0,7.7,0.6,2.0,0.306,0.1,0.3,0.167,0.6,1.7,0.333,0.319,0.2,0.6,0.4,1.1,0.8,1.9,0.6,0.4,0.2,0.2,1.2,1.5,,2010-11,2011
570.0,Jared Jeffries,29.0,NYK,PF,24.0,9.0,19.3,0.8,2.1,0.38,0.0,0.1,0.333,0.8,2.0,0.383,0.39,0.3,0.8,0.421,1.8,1.6,3.4,1.0,1.0,0.6,0.7,2.3,2.0,,2010-11,2011
571.0,Joel Przybilla,31.0,2TM,C,36.0,9.0,14.4,0.7,1.2,0.568,0.0,0.0,,0.7,1.2,0.568,0.568,0.4,0.8,0.519,1.0,3.0,4.0,0.4,0.1,0.4,0.8,2.2,1.8,,2010-11,2011
572.0,Joel Przybilla,31.0,POR,C,31.0,9.0,14.4,0.7,1.1,0.618,0.0,0.0,,0.7,1.1,0.618,0.618,0.4,0.7,0.565,0.9,3.0,3.9,0.4,0.2,0.5,0.7,2.0,1.8,,2010-11,2011
573.0,Joel Przybilla,31.0,CHA,C,5.0,0.0,14.8,0.8,2.0,0.4,0.0,0.0,,0.8,2.0,0.4,0.4,0.2,0.8,0.25,1.8,3.0,4.8,0.0,0.0,0.2,1.4,3.2,1.8,,2010-11,2011
574.0,Hilton Armstrong,26.0,2TM,C,53.0,2.0,9.2,0.7,1.4,0.487,0.0,0.1,0.5,0.7,1.4,0.486,0.5,0.3,0.6,0.485,0.8,1.7,2.5,0.3,0.3,0.4,0.5,1.6,1.7,,2010-11,2011
575.0,Hilton Armstrong,26.0,WAS,C,41.0,2.0,10.0,0.8,1.6,0.484,0.0,0.1,0.333,0.7,1.5,0.492,0.492,0.3,0.6,0.609,1.0,1.8,2.8,0.2,0.4,0.4,0.6,1.8,1.9,,2010-11,2011
576.0,Hilton Armstrong,26.0,ATL,C,12.0,0.0,6.3,0.5,1.0,0.5,0.1,0.1,1.0,0.4,0.9,0.455,0.542,0.2,0.8,0.2,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3,,2010-11,2011
577.0,Charlie Bell,31.0,GSW,SG,19.0,0.0,9.0,0.6,2.3,0.279,0.3,1.1,0.286,0.3,1.2,0.273,0.349,0.1,0.2,0.5,0.3,0.6,0.9,0.7,0.3,0.1,0.3,0.7,1.7,,2010-11,2011
578.0,Avery Bradley,20.0,BOS,PG,31.0,0.0,5.2,0.7,2.2,0.343,0.0,0.2,0.0,0.7,2.0,0.371,0.343,0.2,0.4,0.5,0.1,0.4,0.5,0.4,0.3,0.0,0.5,0.6,1.7,,2010-11,2011
579.0,Jerry Stackhouse,36.0,MIA,SG,7.0,1.0,7.1,0.4,1.7,0.25,0.1,0.6,0.25,0.3,1.1,0.25,0.292,0.7,1.0,0.714,0.1,0.9,1.0,0.4,0.0,0.3,0.3,0.4,1.7,,2010-11,2011
580.0,Luke Walton,30.0,LAL,SF,54.0,0.0,9.0,0.7,2.1,0.328,0.1,0.6,0.235,0.6,1.5,0.366,0.362,0.1,0.2,0.7,0.2,1.1,1.2,1.1,0.2,0.1,0.6,0.7,1.7,,2010-11,2011
581.0,Lester Hudson,26.0,WAS,PG,11.0,0.0,6.6,0.5,2.2,0.25,0.4,1.4,0.267,0.2,0.8,0.222,0.333,0.2,0.4,0.5,0.1,0.4,0.5,1.5,0.4,0.1,0.6,0.9,1.6,,2010-11,2011
582.0,Royal Ivey,29.0,OKC,SG,25.0,0.0,6.2,0.6,1.5,0.421,0.3,0.6,0.438,0.4,0.9,0.409,0.513,0.1,0.1,1.0,0.1,0.6,0.6,0.3,0.2,0.0,0.2,0.7,1.6,,2010-11,2011
583.0,Sean Marks,35.0,POR,C,29.0,0.0,7.2,0.7,1.5,0.432,0.1,0.1,1.0,0.6,1.4,0.405,0.455,0.2,0.3,0.625,0.6,0.8,1.4,0.1,0.1,0.2,0.4,1.5,1.6,,2010-11,2011
584.0,Andy Rautins,24.0,NYK,SG,5.0,0.0,4.8,0.6,1.4,0.429,0.2,0.8,0.25,0.4,0.6,0.667,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,1.4,0.0,1.6,,2010-11,2011
585.0,Quinton Ross,29.0,NJN,SF,36.0,4.0,9.8,0.7,1.6,0.441,0.0,0.1,0.0,0.7,1.6,0.464,0.441,0.1,0.4,0.357,0.3,0.6,0.8,0.3,0.1,0.2,0.2,1.1,1.6,,2010-11,2011
586.0,Darius Songaila,32.0,PHI,C,10.0,0.0,7.1,0.7,1.5,0.467,0.0,0.0,,0.7,1.5,0.467,0.467,0.2,0.4,0.5,0.2,0.8,1.0,0.2,0.0,0.0,0.4,1.6,1.6,,2010-11,2011
587.0,Luke Babbitt,21.0,POR,SF,24.0,0.0,5.7,0.6,2.3,0.273,0.1,0.7,0.188,0.5,1.6,0.308,0.3,0.1,0.4,0.333,0.3,1.0,1.3,0.3,0.1,0.1,0.3,0.6,1.5,,2010-11,2011
588.0,Antonio Daniels,35.0,PHI,PG,4.0,0.0,8.8,0.5,1.3,0.4,0.0,0.5,0.0,0.5,0.8,0.667,0.4,0.5,0.5,1.0,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5,,2010-11,2011
589.0,D.J. Mbenga,30.0,NOH,C,41.0,0.0,8.0,0.6,1.2,0.469,0.0,0.0,,0.6,1.2,0.469,0.469,0.3,0.4,0.722,0.9,1.2,2.1,0.1,0.1,0.7,0.5,1.3,1.4,,2010-11,2011
590.0,Fabricio Oberto,35.0,POR,C,5.0,0.0,9.0,0.6,1.0,0.6,0.0,0.0,,0.6,1.0,0.6,0.6,0.2,0.4,0.5,0.6,0.8,1.4,0.0,0.0,0.0,0.6,2.0,1.4,,2010-11,2011
591.0,Malik Allen,32.0,ORL,PF,18.0,0.0,9.9,0.6,1.7,0.355,0.0,0.0,,0.6,1.7,0.355,0.355,0.1,0.1,0.5,0.7,1.1,1.8,0.2,0.1,0.2,0.2,1.7,1.3,,2010-11,2011
592.0,DeSagana Diop,29.0,CHA,C,16.0,0.0,11.3,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.3,0.7,0.364,0.8,1.8,2.5,0.4,0.3,0.9,0.7,1.6,1.3,,2010-11,2011
593.0,Hasheem Thabeet,23.0,2TM,C,47.0,0.0,7.9,0.4,0.9,0.425,0.0,0.0,,0.4,0.9,0.425,0.425,0.4,0.7,0.543,0.5,1.1,1.6,0.1,0.2,0.3,0.4,1.6,1.1,,2010-11,2011
594.0,Hasheem Thabeet,23.0,MEM,C,45.0,0.0,8.2,0.4,0.9,0.436,0.0,0.0,,0.4,0.9,0.436,0.436,0.4,0.8,0.543,0.5,1.1,1.7,0.1,0.2,0.3,0.4,1.6,1.2,,2010-11,2011
595.0,Hasheem Thabeet,23.0,HOU,C,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,,2010-11,2011
596.0,Brian Scalabrine,32.0,CHI,PF,18.0,0.0,4.9,0.6,1.1,0.526,0.0,0.3,0.0,0.6,0.8,0.714,0.526,0.0,0.0,,0.1,0.4,0.4,0.3,0.2,0.2,0.3,1.0,1.1,,2010-11,2011
597.0,Cole Aldrich,22.0,OKC,C,18.0,0.0,7.9,0.4,0.8,0.533,0.0,0.0,,0.4,0.8,0.533,0.533,0.1,0.2,0.5,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0,,2010-11,2011
598.0,Marcus Cousin,24.0,UTA,C,4.0,0.0,4.5,0.5,0.8,0.667,0.0,0.0,,0.5,0.8,0.667,0.667,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,1.0,,2010-11,2011
599.0,Orien Greene,28.0,NJN,SG,3.0,0.0,1.7,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,,2010-11,2011
600.0,John Lucas III,28.0,CHI,PG,2.0,0.0,5.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,,2010-11,2011
601.0,Morris Peterson,33.0,OKC,SG,4.0,0.0,5.8,0.5,1.3,0.4,0.0,0.3,0.0,0.5,1.0,0.5,0.4,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.0,1.3,1.0,,2010-11,2011
602.0,Dexter Pittman,22.0,MIA,C,2.0,0.0,5.5,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,,2010-11,2011
603.0,Sherron Collins,23.0,CHA,PG,20.0,0.0,3.3,0.4,1.3,0.28,0.1,0.5,0.2,0.3,0.8,0.333,0.32,0.1,0.1,1.0,0.0,0.3,0.3,0.4,0.1,0.0,0.2,0.1,0.9,,2010-11,2011
604.0,Hamady N'Diaye,24.0,WAS,C,16.0,0.0,5.0,0.3,0.3,0.8,0.0,0.0,,0.3,0.3,0.8,0.8,0.4,0.8,0.5,0.1,0.3,0.4,0.0,0.1,0.3,0.2,1.1,0.9,,2010-11,2011
605.0,DeMarre Carroll,24.0,2TM,PF,12.0,0.0,4.2,0.3,1.0,0.333,0.0,0.0,,0.3,1.0,0.333,0.333,0.2,0.2,1.0,0.2,0.5,0.7,0.3,0.1,0.1,0.0,0.4,0.8,,2010-11,2011
606.0,DeMarre Carroll,24.0,MEM,PF,7.0,0.0,5.6,0.6,1.3,0.444,0.0,0.0,,0.6,1.3,0.444,0.444,0.3,0.3,1.0,0.3,0.9,1.1,0.3,0.1,0.1,0.0,0.7,1.4,,2010-11,2011
607.0,DeMarre Carroll,24.0,HOU,PF,5.0,0.0,2.2,0.0,0.6,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,2010-11,2011
608.0,Jarron Collins,32.0,2TM,C,28.0,0.0,6.5,0.2,0.8,0.286,0.0,0.0,,0.2,0.8,0.286,0.286,0.3,0.4,0.7,0.5,0.4,0.9,0.1,0.1,0.0,0.3,1.0,0.7,,2010-11,2011
609.0,Jarron Collins,32.0,LAC,C,23.0,0.0,6.8,0.2,0.7,0.333,0.0,0.0,,0.2,0.7,0.333,0.333,0.3,0.4,0.7,0.3,0.4,0.7,0.0,0.2,0.0,0.2,1.0,0.7,,2010-11,2011
610.0,Jarron Collins,32.0,POR,C,5.0,0.0,4.8,0.2,1.2,0.167,0.0,0.0,,0.2,1.2,0.167,0.167,0.0,0.0,,1.4,0.0,1.4,0.2,0.0,0.0,0.4,1.0,0.4,,2010-11,2011
611.0,Ronald Dupree,30.0,TOR,SF,3.0,0.0,4.3,0.3,1.3,0.25,0.0,0.3,0.0,0.3,1.0,0.333,0.25,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.7,0.7,,2010-11,2011
612.0,Jason Kapono,29.0,PHI,SF,24.0,2.0,4.7,0.3,1.2,0.25,0.0,0.3,0.125,0.3,0.8,0.3,0.268,0.0,0.1,0.5,0.1,0.3,0.5,0.2,0.1,0.0,0.1,0.2,0.7,,2010-11,2011
613.0,Ime Udoka,33.0,SAS,SF,20.0,0.0,6.5,0.3,1.1,0.238,0.0,0.4,0.0,0.3,0.7,0.385,0.238,0.2,0.4,0.5,0.3,0.7,1.0,0.7,0.4,0.1,0.3,0.7,0.7,,2010-11,2011
614.0,Solomon Alabi,22.0,TOR,C,12.0,0.0,4.9,0.3,1.3,0.2,0.0,0.0,,0.3,1.3,0.2,0.2,0.0,0.2,0.0,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5,,2010-11,2011
615.0,Joe Smith,35.0,2TM,PF,16.0,3.0,4.3,0.2,1.0,0.188,0.0,0.0,,0.2,1.0,0.188,0.188,0.1,0.1,1.0,0.2,1.1,1.3,0.3,0.0,0.3,0.3,0.8,0.5,,2010-11,2011
616.0,Joe Smith,35.0,NJN,PF,4.0,3.0,6.3,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.5,0.8,0.5,,2010-11,2011
617.0,Joe Smith,35.0,LAL,PF,12.0,0.0,3.7,0.2,1.0,0.167,0.0,0.0,,0.2,1.0,0.167,0.167,0.2,0.2,1.0,0.2,1.3,1.5,0.3,0.0,0.3,0.3,0.8,0.5,,2010-11,2011
618.0,Patrick Ewing,26.0,NOH,SF,7.0,0.0,2.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.4,0.6,0.75,0.1,0.1,0.3,0.3,0.0,0.1,0.1,0.1,0.4,,2010-11,2011
619.0,Pops Mensah-Bonsu,27.0,NOH,PF,7.0,0.0,5.0,0.1,0.4,0.333,0.0,0.0,,0.1,0.4,0.333,0.333,0.0,0.0,,0.4,1.1,1.6,0.3,0.0,0.0,0.3,1.6,0.3,,2010-11,2011
620.0,Antoine Wright,26.0,SAC,SG,7.0,0.0,4.4,0.1,1.1,0.125,0.0,0.6,0.0,0.1,0.6,0.25,0.125,0.0,0.0,,0.3,0.1,0.4,0.0,0.1,0.0,0.1,0.4,0.3,,2010-11,2011
621.0,Theo Ratliff,37.0,LAL,C,10.0,0.0,7.1,0.1,0.6,0.167,0.0,0.0,,0.1,0.6,0.167,0.167,0.0,0.2,0.0,0.6,0.7,1.3,0.3,0.2,0.5,0.3,0.7,0.2,,2010-11,2011
622.0,Gani Lawal,22.0,PHO,PF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2010-11,2011
623.0,Bobby Simmons,30.0,SAS,SF,2.0,0.0,8.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2010-11,2011
624.0,Brian Skinner,34.0,MIL,C,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2010-11,2011
625.0,Hassan Whiteside,21.0,SAC,C,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,2010-11,2011
,League Average,,,,,,,,,0.459,,,0.358,,,0.487,0.498,,,0.763,,,,,,,,,,,2010-11,2011
